GEOID,Tract_Name,Year,Median_Household_Income,State_FIPS,County_FIPS,Tract_FIPS
11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",2019,69063,11,001,007404
11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",2019,16770,11,001,007504
11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",2019,38659,11,001,007605
11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",2019,141929,11,001,004001
11001001600,"Census Tract 16, District of Columbia, District of Columbia",2019,175662,11,001,001600
11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",2019,98523,11,001,001901
11001002600,"Census Tract 26, District of Columbia, District of Columbia",2019,176979,11,001,002600
11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",2019,133819,11,001,004002
11001005600,"Census Tract 56, District of Columbia, District of Columbia",2019,79357,11,001,005600
11001004600,"Census Tract 46, District of Columbia, District of Columbia",2019,117300,11,001,004600
11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",2019,104952,11,001,005201
11001005900,"Census Tract 59, District of Columbia, District of Columbia",2019,98750,11,001,005900
11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",2019,28231,11,001,007703
11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",2019,40161,11,001,007707
11001008100,"Census Tract 81, District of Columbia, District of Columbia",2019,158021,11,001,008100
11001008200,"Census Tract 82, District of Columbia, District of Columbia",2019,134391,11,001,008200
11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",2019,167500,11,001,008410
11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",2019,41783,11,001,008804
11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",2019,91563,11,001,009201
11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",2019,89808,11,001,009302
11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",2019,73359,11,001,009507
11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",2019,100625,11,001,009901
11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",2019,62431,11,001,009903
11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",2019,38542,11,001,009905
11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",2019,205326,11,001,000202
11001000400,"Census Tract 4, District of Columbia, District of Columbia",2019,140536,11,001,000400
11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",2019,250001,11,001,000901
11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",2019,215875,11,001,000902
11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",2019,113385,11,001,001002
11001001200,"Census Tract 12, District of Columbia, District of Columbia",2019,130844,11,001,001200
11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",2019,64577,11,001,002001
11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",2019,94667,11,001,002201
11001002502,"Census Tract 25.02, District of Columbia, District of Columbia",2019,84157,11,001,002502
11001002900,"Census Tract 29, District of Columbia, District of Columbia",2019,116875,11,001,002900
11001003100,"Census Tract 31, District of Columbia, District of Columbia",2019,116858,11,001,003100
11001003200,"Census Tract 32, District of Columbia, District of Columbia",2019,113277,11,001,003200
11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",2019,143750,11,001,003302
11001004300,"Census Tract 43, District of Columbia, District of Columbia",2019,98578,11,001,004300
11001001902,"Census Tract 19.02, District of Columbia, District of Columbia",2019,90893,11,001,001902
11001002701,"Census Tract 27.01, District of Columbia, District of Columbia",2019,69666,11,001,002701
11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",2019,66121,11,001,007604
11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",2019,35000,11,001,007808
11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",2019,152266,11,001,008302
11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",2019,47622,11,001,009102
11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",2019,121176,11,001,009503
11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",2019,64821,11,001,009604
11001009700,"Census Tract 97, District of Columbia, District of Columbia",2019,38365,11,001,009700
11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",2019,38293,11,001,009807
11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",2019,150104,11,001,000502
11001001803,"Census Tract 18.03, District of Columbia, District of Columbia",2019,52802,11,001,001803
11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",2019,36161,11,001,009810
11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",2019,31084,11,001,009811
11001010100,"Census Tract 101, District of Columbia, District of Columbia",2019,94861,11,001,010100
11001010200,"Census Tract 102, District of Columbia, District of Columbia",2019,106728,11,001,010200
11001010300,"Census Tract 103, District of Columbia, District of Columbia",2019,94786,11,001,010300
11001010400,"Census Tract 104, District of Columbia, District of Columbia",2019,35104,11,001,010400
11001010600,"Census Tract 106, District of Columbia, District of Columbia",2019,115498,11,001,010600
11001010700,"Census Tract 107, District of Columbia, District of Columbia",2019,76000,11,001,010700
11001010900,"Census Tract 109, District of Columbia, District of Columbia",2019,36801,11,001,010900
11001011000,"Census Tract 110, District of Columbia, District of Columbia",2019,95370,11,001,011000
11001011100,"Census Tract 111, District of Columbia, District of Columbia",2019,80466,11,001,011100
11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",2019,51364,11,001,009508
11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",2019,31250,11,001,007503
11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",2019,39492,11,001,007601
11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",2019,32974,11,001,007709
11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",2019,57981,11,001,008903
11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",2019,33839,11,001,009204
11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",2019,72019,11,001,009902
11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",2019,45139,11,001,009904
11001000100,"Census Tract 1, District of Columbia, District of Columbia",2019,192727,11,001,000100
11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",2019,160282,11,001,000801
11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",2019,138295,11,001,000802
11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",2019,185583,11,001,001001
11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",2019,112179,11,001,001702
11001003000,"Census Tract 30, District of Columbia, District of Columbia",2019,97122,11,001,003000
11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",2019,138264,11,001,003301
11001003600,"Census Tract 36, District of Columbia, District of Columbia",2019,96759,11,001,003600
11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",2019,103056,11,001,004202
11001000600,"Census Tract 6, District of Columbia, District of Columbia",2019,150804,11,001,000600
11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",2019,116435,11,001,001402
11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",2019,147616,11,001,002002
11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",2019,67984,11,001,002101
11001002400,"Census Tract 24, District of Columbia, District of Columbia",2019,104457,11,001,002400
11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",2019,98536,11,001,002702
11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",2019,118571,11,001,004801
11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",2019,95947,11,001,004802
11001005301,"Census Tract 53.01, District of Columbia, District of Columbia",2019,100392,11,001,005301
11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",2019,113800,11,001,006801
11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",2019,160938,11,001,006804
11001007000,"Census Tract 70, District of Columbia, District of Columbia",2019,158229,11,001,007000
11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",2019,94677,11,001,007301
11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",2019,49071,11,001,009603
11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",2019,22589,11,001,009801
11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",2019,18185,11,001,009802
11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",2019,40087,11,001,009804
11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",2019,143056,11,001,001401
11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",2019,39244,11,001,007409
11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",2019,150735,11,001,006802
11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",2019,49429,11,001,007806
11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",2019,74348,11,001,007901
11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",2019,134830,11,001,008002
11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",2019,81883,11,001,008702
11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",2019,35057,11,001,009601
11001009400,"Census Tract 94, District of Columbia, District of Columbia",2019,107000,11,001,009400
11001009501,"Census Tract 95.01, District of Columbia, District of Columbia",2019,45455,11,001,009501
11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",2019,37731,11,001,009906
11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",2019,39078,11,001,009907
11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",2019,130278,11,001,004902
11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",2019,75515,11,001,009509
11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",2019,36003,11,001,009803
11001000300,"Census Tract 3, District of Columbia, District of Columbia",2019,147431,11,001,000300
11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",2019,68961,11,001,000702
11001001500,"Census Tract 15, District of Columbia, District of Columbia",2019,214561,11,001,001500
11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",2019,42195,11,001,001804
11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",2019,151656,11,001,002301
11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",2019,103208,11,001,002501
11001003500,"Census Tract 35, District of Columbia, District of Columbia",2019,92656,11,001,003500
11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",2019,127938,11,001,004201
11001004400,"Census Tract 44, District of Columbia, District of Columbia",2019,163262,11,001,004400
11001006600,"Census Tract 66, District of Columbia, District of Columbia",2019,115417,11,001,006600
11001006700,"Census Tract 67, District of Columbia, District of Columbia",2019,149333,11,001,006700
11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",2019,23401,11,001,007408
11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",2019,27885,11,001,007502
11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",2019,51571,11,001,007603
11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",2019,83542,11,001,007903
11001008904,"Census Tract 89.04, District of Columbia, District of Columbia",2019,42750,11,001,008904
11001009000,"Census Tract 90, District of Columbia, District of Columbia",2019,48929,11,001,009000
11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",2019,-666666666,11,001,007406
11001007200,"Census Tract 72, District of Columbia, District of Columbia",2019,128328,11,001,007200
11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",2019,14413,11,001,007401
11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",2019,32162,11,001,007403
11001002801,"Census Tract 28.01, District of Columbia, District of Columbia",2019,56273,11,001,002801
11001005500,"Census Tract 55, District of Columbia, District of Columbia",2019,107108,11,001,005500
11001006202,"Census Tract 62.02, District of Columbia, District of Columbia",2019,-666666666,11,001,006202
11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",2019,53565,11,001,007804
11001010800,"Census Tract 108, District of Columbia, District of Columbia",2019,41786,11,001,010800
11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",2019,120873,11,001,004901
11001006500,"Census Tract 65, District of Columbia, District of Columbia",2019,150694,11,001,006500
11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",2019,154423,11,001,008001
11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",2019,138487,11,001,008301
11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",2019,41000,11,001,008803
11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",2019,117625,11,001,009301
11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",2019,85763,11,001,009504
11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",2019,125972,11,001,000501
11001001301,"Census Tract 13.01, District of Columbia, District of Columbia",2019,118309,11,001,001301
11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",2019,95238,11,001,002102
11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",2019,59167,11,001,002202
11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",2019,57386,11,001,002302
11001003400,"Census Tract 34, District of Columbia, District of Columbia",2019,94706,11,001,003400
11001005800,"Census Tract 58, District of Columbia, District of Columbia",2019,143462,11,001,005800
11001006400,"Census Tract 64, District of Columbia, District of Columbia",2019,30676,11,001,006400
11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",2019,36477,11,001,007407
11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",2019,85799,11,001,009203
11001001302,"Census Tract 13.02, District of Columbia, District of Columbia",2019,93342,11,001,001302
11001003700,"Census Tract 37, District of Columbia, District of Columbia",2019,76324,11,001,003700
11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",2019,31736,11,001,007304
11001001100,"Census Tract 11, District of Columbia, District of Columbia",2019,151250,11,001,001100
11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",2019,73846,11,001,002802
11001004100,"Census Tract 41, District of Columbia, District of Columbia",2019,156625,11,001,004100
11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",2019,27414,11,001,009602
11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",2019,-666666666,11,001,000201
11001003800,"Census Tract 38, District of Columbia, District of Columbia",2019,106149,11,001,003800
11001006900,"Census Tract 69, District of Columbia, District of Columbia",2019,174036,11,001,006900
11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",2019,102727,11,001,008701
11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",2019,46231,11,001,007803
11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",2019,81917,11,001,009505
11001000701,"Census Tract 7.01, District of Columbia, District of Columbia",2019,103162,11,001,000701
11001003900,"Census Tract 39, District of Columbia, District of Columbia",2019,117404,11,001,003900
11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",2019,51750,11,001,007809
11001004701,"Census Tract 47.01, District of Columbia, District of Columbia",2019,54333,11,001,004701
11001004702,"Census Tract 47.02, District of Columbia, District of Columbia",2019,119125,11,001,004702
11001005001,"Census Tract 50.01, District of Columbia, District of Columbia",2019,145903,11,001,005001
11001005002,"Census Tract 50.02, District of Columbia, District of Columbia",2019,87394,11,001,005002
11001010500,"Census Tract 105, District of Columbia, District of Columbia",2019,77500,11,001,010500
11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",2019,28639,11,001,007708
11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",2019,41324,11,001,007807
11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",2019,90179,11,001,008402
11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",2019,58621,11,001,008802
11001007100,"Census Tract 71, District of Columbia, District of Columbia",2019,100863,11,001,007100
11001009700,"Census Tract 97, District of Columbia, District of Columbia",2018,39750,11,001,009700
11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",2018,49457,11,001,009807
11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",2018,142750,11,001,000502
11001001803,"Census Tract 18.03, District of Columbia, District of Columbia",2018,52606,11,001,001803
11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",2018,60638,11,001,009508
11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",2018,27206,11,001,007503
11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",2018,36195,11,001,007601
11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",2018,29717,11,001,007709
11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",2018,44174,11,001,008903
11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",2018,21150,11,001,009204
11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",2018,57377,11,001,009902
11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",2018,32306,11,001,009904
11001000100,"Census Tract 1, District of Columbia, District of Columbia",2018,191146,11,001,000100
11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",2018,144922,11,001,000801
11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",2018,114091,11,001,000802
11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",2018,179762,11,001,001001
11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",2018,84924,11,001,001702
11001003000,"Census Tract 30, District of Columbia, District of Columbia",2018,93523,11,001,003000
11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",2018,123868,11,001,003301
11001003600,"Census Tract 36, District of Columbia, District of Columbia",2018,100417,11,001,003600
11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",2018,105742,11,001,004202
11001000600,"Census Tract 6, District of Columbia, District of Columbia",2018,177759,11,001,000600
11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",2018,113991,11,001,001402
11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",2018,95469,11,001,002002
11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",2018,62139,11,001,002101
11001002400,"Census Tract 24, District of Columbia, District of Columbia",2018,102424,11,001,002400
11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",2018,93553,11,001,002702
11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",2018,115625,11,001,004801
11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",2018,90000,11,001,004802
11001005301,"Census Tract 53.01, District of Columbia, District of Columbia",2018,94436,11,001,005301
11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",2018,100880,11,001,006801
11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",2018,158750,11,001,006804
11001007000,"Census Tract 70, District of Columbia, District of Columbia",2018,143875,11,001,007000
11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",2018,88015,11,001,007301
11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",2018,52100,11,001,007404
11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",2018,17147,11,001,007504
11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",2018,40239,11,001,007605
11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",2018,138804,11,001,004001
11001001600,"Census Tract 16, District of Columbia, District of Columbia",2018,169044,11,001,001600
11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",2018,86927,11,001,001901
11001010600,"Census Tract 106, District of Columbia, District of Columbia",2018,107607,11,001,010600
11001010700,"Census Tract 107, District of Columbia, District of Columbia",2018,73688,11,001,010700
11001010900,"Census Tract 109, District of Columbia, District of Columbia",2018,41660,11,001,010900
11001011000,"Census Tract 110, District of Columbia, District of Columbia",2018,84375,11,001,011000
11001011100,"Census Tract 111, District of Columbia, District of Columbia",2018,79628,11,001,011100
11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",2018,166000,11,001,006802
11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",2018,36894,11,001,007806
11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",2018,67122,11,001,007901
11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",2018,114659,11,001,008002
11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",2018,79446,11,001,008702
11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",2018,30948,11,001,009601
11001009400,"Census Tract 94, District of Columbia, District of Columbia",2018,96953,11,001,009400
11001009501,"Census Tract 95.01, District of Columbia, District of Columbia",2018,44443,11,001,009501
11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",2018,45074,11,001,009906
11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",2018,31506,11,001,009907
11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",2018,120054,11,001,004902
11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",2018,68750,11,001,009509
11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",2018,31667,11,001,009803
11001000300,"Census Tract 3, District of Columbia, District of Columbia",2018,152120,11,001,000300
11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",2018,69292,11,001,000702
11001001500,"Census Tract 15, District of Columbia, District of Columbia",2018,202431,11,001,001500
11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",2018,38564,11,001,001804
11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",2018,133672,11,001,002301
11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",2018,79000,11,001,002501
11001003500,"Census Tract 35, District of Columbia, District of Columbia",2018,91638,11,001,003500
11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",2018,123148,11,001,004201
11001004400,"Census Tract 44, District of Columbia, District of Columbia",2018,179932,11,001,004400
11001006600,"Census Tract 66, District of Columbia, District of Columbia",2018,132396,11,001,006600
11001006700,"Census Tract 67, District of Columbia, District of Columbia",2018,142813,11,001,006700
11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",2018,22879,11,001,007408
11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",2018,27004,11,001,007502
11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",2018,47645,11,001,007603
11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",2018,85357,11,001,007903
11001008904,"Census Tract 89.04, District of Columbia, District of Columbia",2018,38277,11,001,008904
11001009000,"Census Tract 90, District of Columbia, District of Columbia",2018,59487,11,001,009000
11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",2018,23542,11,001,007406
11001007200,"Census Tract 72, District of Columbia, District of Columbia",2018,115667,11,001,007200
11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",2018,13750,11,001,007401
11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",2018,26419,11,001,007403
11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",2018,64193,11,001,007604
11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",2018,33568,11,001,007808
11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",2018,143611,11,001,008302
11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",2018,43919,11,001,009102
11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",2018,118039,11,001,009503
11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",2018,62773,11,001,009604
11001010200,"Census Tract 102, District of Columbia, District of Columbia",2018,109844,11,001,010200
11001010300,"Census Tract 103, District of Columbia, District of Columbia",2018,91758,11,001,010300
11001010400,"Census Tract 104, District of Columbia, District of Columbia",2018,38037,11,001,010400
11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",2018,32250,11,001,008803
11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",2018,97813,11,001,009301
11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",2018,83487,11,001,009504
11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",2018,116303,11,001,000501
11001001301,"Census Tract 13.01, District of Columbia, District of Columbia",2018,127000,11,001,001301
11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",2018,83167,11,001,002102
11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",2018,63750,11,001,002202
11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",2018,53750,11,001,002302
11001003400,"Census Tract 34, District of Columbia, District of Columbia",2018,91761,11,001,003400
11001005800,"Census Tract 58, District of Columbia, District of Columbia",2018,143268,11,001,005800
11001006400,"Census Tract 64, District of Columbia, District of Columbia",2018,30991,11,001,006400
11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",2018,40079,11,001,007407
11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",2018,72750,11,001,009203
11001001302,"Census Tract 13.02, District of Columbia, District of Columbia",2018,107256,11,001,001302
11001003700,"Census Tract 37, District of Columbia, District of Columbia",2018,74980,11,001,003700
11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",2018,31514,11,001,007304
11001001100,"Census Tract 11, District of Columbia, District of Columbia",2018,147727,11,001,001100
11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",2018,73889,11,001,002802
11001004100,"Census Tract 41, District of Columbia, District of Columbia",2018,156486,11,001,004100
11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",2018,26712,11,001,009602
11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",2018,-666666666,11,001,000201
11001003800,"Census Tract 38, District of Columbia, District of Columbia",2018,101627,11,001,003800
11001006900,"Census Tract 69, District of Columbia, District of Columbia",2018,163125,11,001,006900
11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",2018,113224,11,001,008701
11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",2018,40933,11,001,007803
11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",2018,81169,11,001,009505
11001000701,"Census Tract 7.01, District of Columbia, District of Columbia",2018,98750,11,001,000701
11001003900,"Census Tract 39, District of Columbia, District of Columbia",2018,105250,11,001,003900
11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",2018,51094,11,001,007809
11001004701,"Census Tract 47.01, District of Columbia, District of Columbia",2018,48851,11,001,004701
11001004702,"Census Tract 47.02, District of Columbia, District of Columbia",2018,107885,11,001,004702
11001005001,"Census Tract 50.01, District of Columbia, District of Columbia",2018,145208,11,001,005001
11001005002,"Census Tract 50.02, District of Columbia, District of Columbia",2018,87361,11,001,005002
11001010500,"Census Tract 105, District of Columbia, District of Columbia",2018,79063,11,001,010500
11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",2018,30822,11,001,009810
11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",2018,31432,11,001,009811
11001010100,"Census Tract 101, District of Columbia, District of Columbia",2018,94250,11,001,010100
11001010800,"Census Tract 108, District of Columbia, District of Columbia",2018,45278,11,001,010800
11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",2018,116964,11,001,004901
11001006500,"Census Tract 65, District of Columbia, District of Columbia",2018,126964,11,001,006500
11001007100,"Census Tract 71, District of Columbia, District of Columbia",2018,70000,11,001,007100
11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",2018,34167,11,001,007708
11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",2018,38861,11,001,007807
11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",2018,81789,11,001,008402
11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",2018,67176,11,001,008802
11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",2018,46353,11,001,009603
11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",2018,21088,11,001,009801
11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",2018,19342,11,001,009802
11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",2018,39417,11,001,009804
11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",2018,122419,11,001,001401
11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",2018,37153,11,001,007409
11001002600,"Census Tract 26, District of Columbia, District of Columbia",2018,184750,11,001,002600
11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",2018,117045,11,001,004002
11001005600,"Census Tract 56, District of Columbia, District of Columbia",2018,83722,11,001,005600
11001004600,"Census Tract 46, District of Columbia, District of Columbia",2018,112000,11,001,004600
11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",2018,110441,11,001,005201
11001005900,"Census Tract 59, District of Columbia, District of Columbia",2018,92000,11,001,005900
11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",2018,27879,11,001,007703
11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",2018,40168,11,001,007707
11001008100,"Census Tract 81, District of Columbia, District of Columbia",2018,148333,11,001,008100
11001008200,"Census Tract 82, District of Columbia, District of Columbia",2018,130969,11,001,008200
